"aquaticSiteType","siteID.x","namedLocation.x","collectDate.x","eventID","parentSampleID","sampleID","habitatType","algalSampleType","samplerType","benthicArea","substratumSizeClass","plantSurfaceArea","fieldSampleVolume","labSampleVolume","preservativeVolume","domainFilterVolume","ashMassDataQF","adjAshFreeDryMass"
"lake","SUGG","SUGG.AOS.riparian.point.07",2018-11-06 16:00:00,"SUGG.20181106","SUGG.20181106.EPIPHYTON.7","SUGG.20181106.EPIPHYTON.7.AFDM.1","littoral","epiphyton","grab",0.01,NA,481.5,127,NA,NA,4,NA,0.0011
"lake","SUGG","SUGG.AOS.buoy.c0",2019-02-18 14:59:00,"SUGG.20190218","SUGG.20190218.PHYTOPLANKTON.1","SUGG.20190218.PHYTOPLANKTON.1.AFDM.1","littoral","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,500,NA,2e-04
"lake","SUGG","SUGG.AOS.riparian.point.05",2019-02-18 14:59:00,"SUGG.20190218","SUGG.20190218.EPIPHYTON.5","SUGG.20190218.EPIPHYTON.5.AFDM.1","littoral","epiphyton","grab",0.01,NA,570.51,125,NA,NA,4,NA,0.0025
"lake","SUGG","SUGG.AOS.riparian.point.01",2019-02-18 14:59:00,"SUGG.20190218","SUGG.20190218.EPIPHYTON.1","SUGG.20190218.EPIPHYTON.1.AFDM.1","littoral","epiphyton","grab",0.01,NA,295.51,125,NA,NA,4,NA,0.0027
"lake","SUGG","SUGG.AOS.riparian.point.09",2019-02-18 14:59:00,"SUGG.20190218","SUGG.20190218.EPIPHYTON.9","SUGG.20190218.EPIPHYTON.9.AFDM.1","littoral","epiphyton","grab",0.01,NA,688.5,125,NA,NA,5,NA,0.0035
"lake","SUGG","SUGG.AOS.littoral1",2019-02-18 14:59:00,"SUGG.20190218","SUGG.20190218.PHYTOPLANKTON.2","SUGG.20190218.PHYTOPLANKTON.2.AFDM.1","littoral","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,500,NA,2e-04
"lake","SUGG","SUGG.AOS.riparian.point.03",2019-02-18 14:59:00,"SUGG.20190218","SUGG.20190218.EPIPHYTON.3","SUGG.20190218.EPIPHYTON.3.AFDM.1","littoral","epiphyton","grab",0.01,NA,375.21,125,NA,NA,4,NA,0.0031
"lake","SUGG","SUGG.AOS.littoral2",2019-02-18 14:59:00,"SUGG.20190218","SUGG.20190218.PHYTOPLANKTON.3","SUGG.20190218.PHYTOPLANKTON.3.AFDM.1","littoral","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,250,NA,0
"lake","SUGG","SUGG.AOS.riparian.point.07",2019-02-18 14:59:00,"SUGG.20190218","SUGG.20190218.EPIPHYTON.7","SUGG.20190218.EPIPHYTON.7.AFDM.1","littoral","epiphyton","grab",0.01,NA,449.01,125,NA,NA,5,NA,0.0046
"lake","SUGG","SUGG.AOS.riparian.point.03",2019-07-15 15:03:00,"SUGG.20190715","SUGG.20190715.EPIPHYTON.3","SUGG.20190715.EPIPHYTON.3.AFDM.1","littoral","epiphyton","grab",0.01,NA,1407.13,5000,NA,NA,4,NA,3e-04
"lake","SUGG","SUGG.AOS.riparian.point.01",2019-07-15 15:03:00,"SUGG.20190715","SUGG.20190715.EPIPHYTON.1","SUGG.20190715.EPIPHYTON.1.AFDM.1","littoral","epiphyton","grab",0.01,NA,2265.54,5000,NA,NA,4,NA,0.0025
"lake","SUGG","SUGG.AOS.riparian.point.05",2019-07-15 15:03:00,"SUGG.20190715","SUGG.20190715.EPIPHYTON.5","SUGG.20190715.EPIPHYTON.5.AFDM.1","littoral","epiphyton","grab",0.01,NA,716.73,5000,NA,NA,4,NA,0.0018
"lake","SUGG","SUGG.AOS.littoral2",2019-07-15 15:03:00,"SUGG.20190715","SUGG.20190715.PHYTOPLANKTON.3","SUGG.20190715.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,400,NA,3e-04
"lake","SUGG","SUGG.AOS.littoral1",2019-07-15 15:03:00,"SUGG.20190715","SUGG.20190715.PHYTOPLANKTON.2","SUGG.20190715.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,400,NA,0.0018
"lake","SUGG","SUGG.AOS.riparian.point.07",2019-07-15 15:03:00,"SUGG.20190715","SUGG.20190715.EPIPHYTON.7","SUGG.20190715.EPIPHYTON.7.AFDM.1","littoral","epiphyton","grab",0.01,NA,1495.88,5000,NA,NA,5,NA,2e-04
"lake","SUGG","SUGG.AOS.riparian.point.09",2019-07-15 15:03:00,"SUGG.20190715","SUGG.20190715.EPIPHYTON.9","SUGG.20190715.EPIPHYTON.9.AFDM.1","littoral","epiphyton","grab",0.01,NA,1742.97,5000,NA,NA,4,NA,0.0013
"lake","SUGG","SUGG.AOS.buoy.c0",2019-07-15 15:03:00,"SUGG.20190715","SUGG.20190715.PHYTOPLANKTON.1","SUGG.20190715.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,400,NA,9e-04
"lake","SUGG","SUGG.AOS.riparian.point.06",2019-11-05 13:30:00,"SUGG.20191105","SUGG.20191105.EPIPHYTON.6","SUGG.20191105.EPIPHYTON.6.AFDM.1","littoral","epiphyton","grab",0.01,NA,295.61,125,NA,NA,3,NA,0.0024
"lake","SUGG","SUGG.AOS.riparian.point.04",2019-11-05 13:30:00,"SUGG.20191105","SUGG.20191105.EPIPHYTON.4","SUGG.20191105.EPIPHYTON.4.AFDM.1","littoral","epiphyton","grab",0.01,NA,914.8,125,NA,NA,3,NA,0.0028
"lake","SUGG","SUGG.AOS.riparian.point.08",2019-11-05 13:30:00,"SUGG.20191105","SUGG.20191105.EPIPHYTON.8","SUGG.20191105.EPIPHYTON.8.AFDM.1","littoral","epiphyton","grab",0.01,NA,196.61,125,NA,NA,2,NA,0.0021
"lake","SUGG","SUGG.AOS.riparian.point.02",2019-11-05 13:30:00,"SUGG.20191105","SUGG.20191105.EPIPHYTON.2","SUGG.20191105.EPIPHYTON.2.AFDM.1","littoral","epiphyton","grab",0.01,NA,230.97,125,NA,NA,3,NA,0.0017
"lake","SUGG","SUGG.AOS.littoral2",2019-11-05 13:30:00,"SUGG.20191105","SUGG.20191105.PHYTOPLANKTON.2","SUGG.20191105.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,0.001
"lake","SUGG","SUGG.AOS.littoral1",2019-11-05 13:30:00,"SUGG.20191105","SUGG.20191105.PHYTOPLANKTON.3","SUGG.20191105.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,0.0011
"lake","SUGG","SUGG.AOS.riparian.point.10",2019-11-05 13:30:00,"SUGG.20191105","SUGG.20191105.EPIPHYTON.10","SUGG.20191105.EPIPHYTON.10.AFDM.1","littoral","epiphyton","grab",0.01,NA,425.14,125,NA,NA,2,NA,0.0014
"lake","SUGG","SUGG.AOS.buoy.c0",2019-11-05 13:30:00,"SUGG.20191105","SUGG.20191105.PHYTOPLANKTON.1","SUGG.20191105.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,7e-04
"lake","SUGG","SUGG.AOS.buoy.c1",2020-02-19 13:33:00,"SUGG.20200219","SUGG.20200219.PHYTOPLANKTON.1","SUGG.20200219.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,300,NA,3e-04
"lake","SUGG","SUGG.AOS.riparian.point.05",2020-02-19 13:33:00,"SUGG.20200219","SUGG.20200219.EPIPHYTON.5","SUGG.20200219.EPIPHYTON.5.AFDM.1","littoral","epiphyton","grab",0.01,NA,152.53,125,NA,NA,5,NA,0.0018
"lake","SUGG","SUGG.AOS.littoral2",2020-02-19 13:33:00,"SUGG.20200219","SUGG.20200219.PHYTOPLANKTON.3","SUGG.20200219.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,200,NA,5e-04
"lake","SUGG","SUGG.AOS.riparian.point.07",2020-02-19 13:33:00,"SUGG.20200219","SUGG.20200219.EPIPHYTON.7","SUGG.20200219.EPIPHYTON.7.AFDM.1","littoral","epiphyton","grab",0.01,NA,177.75,125,NA,NA,5,NA,9e-04
"lake","SUGG","SUGG.AOS.riparian.point.09",2020-02-19 13:33:00,"SUGG.20200219","SUGG.20200219.EPIPHYTON.9","SUGG.20200219.EPIPHYTON.9.AFDM.1","littoral","epiphyton","grab",0.01,NA,5800.14,125,NA,NA,5,NA,0.0014
"lake","SUGG","SUGG.AOS.riparian.point.01",2020-02-19 13:33:00,"SUGG.20200219","SUGG.20200219.EPIPHYTON.1","SUGG.20200219.EPIPHYTON.1.AFDM.1","littoral","epiphyton","grab",0.01,NA,6114.59,125,NA,NA,5,NA,0.0022
"lake","SUGG","SUGG.AOS.riparian.point.03",2020-02-19 13:33:00,"SUGG.20200219","SUGG.20200219.EPIPHYTON.3","SUGG.20200219.EPIPHYTON.3.AFDM.1","littoral","epiphyton","grab",0.01,NA,5380.89,125,NA,NA,5,NA,0.0011
"lake","SUGG","SUGG.AOS.littoral1",2020-02-19 13:33:00,"SUGG.20200219","SUGG.20200219.PHYTOPLANKTON.2","SUGG.20200219.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,300,NA,0
"lake","SUGG","SUGG.AOS.riparian.point.06",2020-07-15 14:45:00,"SUGG.20200715","SUGG.20200715.EPIPHYTON.6","SUGG.20200715.EPIPHYTON.6.AFDM.1","pelagic","epiphyton","grab",0.01,NA,1704.38,125,NA,NA,3,NA,0.0015
"lake","SUGG","SUGG.AOS.riparian.point.10",2020-07-15 14:45:00,"SUGG.20200715","SUGG.20200715.EPIPHYTON.10","SUGG.20200715.EPIPHYTON.10.AFDM.1","pelagic","epiphyton","grab",0.01,NA,3861.64,125,NA,NA,5,NA,0.0025
"lake","SUGG","SUGG.AOS.littoral1",2020-07-15 14:45:00,"SUGG.20200715","SUGG.20200715.PHYTOPLANKTON.2","SUGG.20200715.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,3e-04
"lake","SUGG","SUGG.AOS.riparian.point.04",2020-07-15 14:45:00,"SUGG.20200715","SUGG.20200715.EPIPHYTON.4","SUGG.20200715.EPIPHYTON.4.AFDM.1","pelagic","epiphyton","grab",0.01,NA,3267.55,125,NA,NA,3,NA,0.004
"lake","SUGG","SUGG.AOS.littoral2",2020-07-15 14:45:00,"SUGG.20200715","SUGG.20200715.PHYTOPLANKTON.3","SUGG.20200715.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,3e-04
"lake","SUGG","SUGG.AOS.buoy.c1",2020-07-15 14:45:00,"SUGG.20200715","SUGG.20200715.PHYTOPLANKTON.1","SUGG.20200715.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,4e-04
"lake","SUGG","SUGG.AOS.riparian.point.08",2020-07-15 14:45:00,"SUGG.20200715","SUGG.20200715.EPIPHYTON.8","SUGG.20200715.EPIPHYTON.8.AFDM.1","pelagic","epiphyton","grab",0.01,NA,3657.12,125,NA,NA,5,NA,0.003
"lake","SUGG","SUGG.AOS.riparian.point.02",2020-07-15 14:45:00,"SUGG.20200715","SUGG.20200715.EPIPHYTON.2","SUGG.20200715.EPIPHYTON.2.AFDM.1","pelagic","epiphyton","grab",0.01,NA,3395.88,125,NA,NA,3,NA,0.0028
"lake","SUGG","SUGG.AOS.riparian.point.05",2020-11-04 13:23:00,"SUGG.20201104","SUGG.20201104.EPIPHYTON.5","SUGG.20201104.EPIPHYTON.5.AFDM.1","littoral","epiphyton","grab",0.01,NA,1584.04,125,NA,NA,3,NA,9e-04
"lake","SUGG","SUGG.AOS.riparian.point.01",2020-11-04 13:23:00,"SUGG.20201104","SUGG.20201104.EPIPHYTON.1","SUGG.20201104.EPIPHYTON.1.AFDM.1","littoral","epiphyton","grab",0.01,NA,6633.83,125,NA,NA,3,NA,9e-04
"lake","SUGG","SUGG.AOS.riparian.point.03",2020-11-04 13:23:00,"SUGG.20201104","SUGG.20201104.EPIPHYTON.3","SUGG.20201104.EPIPHYTON.3.AFDM.1","littoral","epiphyton","grab",0.01,NA,4384.98,125,NA,NA,3,NA,0.0011
"lake","SUGG","SUGG.AOS.littoral2",2020-11-04 13:23:00,"SUGG.20201104","SUGG.20201104.PHYTOPLANKTON.3","SUGG.20201104.PHYTOPLANKTON.3.AFDM.1","littoral","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,2e-04
"lake","SUGG","SUGG.AOS.riparian.point.07",2020-11-04 13:23:00,"SUGG.20201104","SUGG.20201104.EPIPHYTON.7","SUGG.20201104.EPIPHYTON.7.AFDM.1","littoral","epiphyton","grab",0.01,NA,653.27,125,NA,NA,3,NA,4e-04
"lake","SUGG","SUGG.AOS.littoral1",2020-11-04 13:23:00,"SUGG.20201104","SUGG.20201104.PHYTOPLANKTON.2","SUGG.20201104.PHYTOPLANKTON.2.AFDM.1","littoral","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,7e-04
"lake","SUGG","SUGG.AOS.buoy.c0",2020-11-04 13:23:00,"SUGG.20201104","SUGG.20201104.PHYTOPLANKTON.1","SUGG.20201104.PHYTOPLANKTON.1.AFDM.1","littoral","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,5e-04
"lake","SUGG","SUGG.AOS.riparian.point.09",2020-11-04 13:23:00,"SUGG.20201104","SUGG.20201104.EPIPHYTON.9","SUGG.20201104.EPIPHYTON.9.AFDM.1","littoral","epiphyton","grab",0.01,NA,3345.49,125,NA,NA,3,NA,4e-04
"lake","SUGG","SUGG.AOS.riparian.point.06",2021-02-25 13:26:00,"SUGG.20210225","SUGG.20210225.EPIPHYTON.6","SUGG.20210225.EPIPHYTON.6.AFDM.1","pelagic","epiphyton","grab",0.01,NA,NA,125,NA,NA,4,NA,4e-04
"lake","SUGG","SUGG.AOS.riparian.point.04",2021-02-25 13:26:00,"SUGG.20210225","SUGG.20210225.EPIPHYTON.4","SUGG.20210225.EPIPHYTON.4.AFDM.1","pelagic","epiphyton","grab",0.01,NA,NA,125,NA,NA,4,NA,0.0015
"lake","SUGG","SUGG.AOS.riparian.point.10",2021-02-25 13:26:00,"SUGG.20210225","SUGG.20210225.EPIPHYTON.10","SUGG.20210225.EPIPHYTON.10.AFDM.1","pelagic","epiphyton","grab",0.01,NA,NA,125,NA,NA,4,NA,9e-04
"lake","SUGG","SUGG.AOS.riparian.point.08",2021-02-25 13:26:00,"SUGG.20210225","SUGG.20210225.EPIPHYTON.8","SUGG.20210225.EPIPHYTON.8.AFDM.1","pelagic","epiphyton","grab",0.01,NA,NA,125,NA,NA,4,NA,0.0011
"lake","SUGG","SUGG.AOS.riparian.point.02",2021-02-25 13:26:00,"SUGG.20210225","SUGG.20210225.EPIPHYTON.2","SUGG.20210225.EPIPHYTON.2.AFDM.1","pelagic","epiphyton","grab",0.01,NA,NA,125,NA,NA,4,NA,0.003
"lake","SUGG","SUGG.AOS.littoral1",2021-02-25 13:26:00,"SUGG.20210225","SUGG.20210225.PHYTOPLANKTON.1","SUGG.20210225.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,400,NA,0.0022
"lake","SUGG","SUGG.AOS.littoral2",2021-02-25 13:26:00,"SUGG.20210225","SUGG.20210225.PHYTOPLANKTON.3","SUGG.20210225.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,400,"belowDetection",0
"lake","SUGG","SUGG.AOS.buoy.c0",2021-02-25 13:26:00,"SUGG.20210225","SUGG.20210225.PHYTOPLANKTON.2","SUGG.20210225.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,400,NA,5e-04
"lake","SUGG","SUGG.AOS.riparian.point.07",2021-06-30 13:19:00,"SUGG.20210630","SUGG.20210630.EPIPHYTON.7","SUGG.20210630.EPIPHYTON.7.AFDM.1","pelagic","epiphyton","grab",0.01,NA,596.2,125,NA,NA,4,NA,0.0051
"lake","SUGG","SUGG.AOS.riparian.point.09",2021-06-30 13:19:00,"SUGG.20210630","SUGG.20210630.EPIPHYTON.9","SUGG.20210630.EPIPHYTON.9.AFDM.1","pelagic","epiphyton","grab",0.01,NA,2452.63,125,NA,NA,2,NA,0.0028
"lake","SUGG","SUGG.AOS.littoral1",2021-06-30 13:19:00,"SUGG.20210630","SUGG.20210630.PHYTOPLANKTON.2","SUGG.20210630.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,0.001
"lake","SUGG","SUGG.AOS.littoral2",2021-06-30 13:19:00,"SUGG.20210630","SUGG.20210630.PHYTOPLANKTON.3","SUGG.20210630.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,9e-04
"lake","SUGG","SUGG.AOS.riparian.point.05",2021-06-30 13:19:00,"SUGG.20210630","SUGG.20210630.EPIPHYTON.5","SUGG.20210630.EPIPHYTON.5.AFDM.1","pelagic","epiphyton","grab",0.01,NA,608.42,125,NA,NA,2,NA,0.0021
"lake","SUGG","SUGG.AOS.riparian.point.01",2021-06-30 13:19:00,"SUGG.20210630","SUGG.20210630.EPIPHYTON.1","SUGG.20210630.EPIPHYTON.1.AFDM.1","pelagic","epiphyton","grab",0.01,NA,1375.34,125,NA,NA,2,NA,0.0015
"lake","SUGG","SUGG.AOS.riparian.point.03",2021-06-30 13:19:00,"SUGG.20210630","SUGG.20210630.EPIPHYTON.3","SUGG.20210630.EPIPHYTON.3.AFDM.1","pelagic","epiphyton","grab",0.01,NA,1325.69,125,NA,NA,4,NA,0.0047
"lake","SUGG","SUGG.AOS.buoy.c0",2021-06-30 13:19:00,"SUGG.20210630","SUGG.20210630.PHYTOPLANKTON.1","SUGG.20210630.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,5000,NA,NA,300,NA,0.002
"lake","SUGG","SUGG.AOS.riparian.point.03",2022-02-14 15:00:00,"SUGG.20220214","SUGG.20220214.EPIPHYTON.3","SUGG.20220214.EPIPHYTON.3.AFDM.1","littoral","epiphyton","grab",0.01,NA,843.22,125,NA,NA,5,NA,2e-04
"lake","SUGG","SUGG.AOS.littoral2",2022-02-14 15:00:00,"SUGG.20220214","SUGG.20220214.PHYTOPLANKTON.3","SUGG.20220214.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,300,NA,5e-04
"lake","SUGG","SUGG.AOS.riparian.point.05",2022-02-14 15:00:00,"SUGG.20220214","SUGG.20220214.EPIPHYTON.5","SUGG.20220214.EPIPHYTON.5.AFDM.1","littoral","epiphyton","grab",0.01,NA,344.1,125,NA,NA,5,NA,0.0011
"lake","SUGG","SUGG.AOS.riparian.point.01",2022-02-14 15:00:00,"SUGG.20220214","SUGG.20220214.EPIPHYTON.1","SUGG.20220214.EPIPHYTON.1.AFDM.1","littoral","epiphyton","grab",0.01,NA,500.74,125,NA,NA,3,NA,0.0012
"lake","SUGG","SUGG.AOS.buoy.c0",2022-02-14 15:00:00,"SUGG.20220214","SUGG.20220214.PHYTOPLANKTON.1","SUGG.20220214.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,300,NA,4e-04
"lake","SUGG","SUGG.AOS.littoral1",2022-02-14 15:00:00,"SUGG.20220214","SUGG.20220214.PHYTOPLANKTON.2","SUGG.20220214.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,300,NA,7e-04
"lake","SUGG","SUGG.AOS.riparian.point.07",2022-02-14 15:00:00,"SUGG.20220214","SUGG.20220214.EPIPHYTON.7","SUGG.20220214.EPIPHYTON.7.AFDM.1","littoral","epiphyton","grab",0.01,NA,1232.79,125,NA,NA,3,NA,0.004
"lake","SUGG","SUGG.AOS.littoral2",2022-07-13 13:45:00,"SUGG.20220713","SUGG.20220713.PHYTOPLANKTON.3","SUGG.20220713.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,250,NA,9e-04
"lake","SUGG","SUGG.AOS.riparian.point.04",2022-07-13 13:45:00,"SUGG.20220713","SUGG.20220713.EPIPHYTON.4","SUGG.20220713.EPIPHYTON.4.AFDM.1","littoral","epiphyton","grab",0.01,NA,1845.5,151,NA,NA,2,NA,0.0014
"lake","SUGG","SUGG.AOS.riparian.point.06",2022-07-13 13:45:00,"SUGG.20220713","SUGG.20220713.EPIPHYTON.6","SUGG.20220713.EPIPHYTON.6.AFDM.1","littoral","epiphyton","grab",0.01,NA,1644.8,143,NA,NA,4,NA,0.0014
"lake","SUGG","SUGG.AOS.riparian.point.10",2022-07-13 13:45:00,"SUGG.20220713","SUGG.20220713.EPIPHYTON.10","SUGG.20220713.EPIPHYTON.10.AFDM.1","littoral","epiphyton","grab",0.01,NA,2095.5,157,NA,NA,3,NA,0.0027
"lake","SUGG","SUGG.AOS.riparian.point.02",2022-07-13 13:45:00,"SUGG.20220713","SUGG.20220713.EPIPHYTON.2","SUGG.20220713.EPIPHYTON.2.AFDM.1","littoral","epiphyton","grab",0.01,NA,1770.5,148,NA,NA,3,NA,0.0039
"lake","SUGG","SUGG.AOS.buoy.c1",2022-07-13 13:45:00,"SUGG.20220713","SUGG.20220713.PHYTOPLANKTON.1","SUGG.20220713.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,250,NA,0.0011
"lake","SUGG","SUGG.AOS.riparian.point.08",2022-07-13 13:45:00,"SUGG.20220713","SUGG.20220713.EPIPHYTON.8","SUGG.20220713.EPIPHYTON.8.AFDM.1","littoral","epiphyton","grab",0.01,NA,721.3,128.5,NA,NA,3,NA,0.0023
"lake","SUGG","SUGG.AOS.littoral1",2022-07-13 13:45:00,"SUGG.20220713","SUGG.20220713.PHYTOPLANKTON.2","SUGG.20220713.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,250,NA,8e-04
"lake","SUGG","SUGG.AOS.riparian.point.06",2022-10-31 14:27:00,"SUGG.20221031","SUGG.20221031.EPIPHYTON.6","SUGG.20221031.EPIPHYTON.6.AFDM.1","littoral","epiphyton","grab",0.01,NA,1939.5,125,NA,NA,3,NA,0.0052
"lake","SUGG","SUGG.AOS.riparian.point.02",2022-10-31 14:27:00,"SUGG.20221031","SUGG.20221031.EPIPHYTON.2","SUGG.20221031.EPIPHYTON.2.AFDM.1","littoral","epiphyton","grab",0.01,NA,1744.13,165,NA,NA,3,NA,0.0027
"lake","SUGG","SUGG.AOS.buoy.c0",2022-10-31 14:27:00,"SUGG.20221031","SUGG.20221031.PHYTOPLANKTON.1","SUGG.20221031.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,400,NA,8e-04
"lake","SUGG","SUGG.AOS.littoral2",2022-10-31 14:27:00,"SUGG.20221031","SUGG.20221031.PHYTOPLANKTON.3","SUGG.20221031.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,300,NA,1e-04
"lake","SUGG","SUGG.AOS.riparian.point.08",2022-10-31 14:27:00,"SUGG.20221031","SUGG.20221031.EPIPHYTON.8","SUGG.20221031.EPIPHYTON.8.AFDM.1","littoral","epiphyton","grab",0.01,NA,1078.49,134,NA,NA,3,NA,0.0019
"lake","SUGG","SUGG.AOS.riparian.point.04",2022-10-31 14:27:00,"SUGG.20221031","SUGG.20221031.EPIPHYTON.4","SUGG.20221031.EPIPHYTON.4.AFDM.1","littoral","epiphyton","grab",0.01,NA,1488.64,147,NA,NA,3,NA,0.0019
"lake","SUGG","SUGG.AOS.riparian.point.10",2022-10-31 14:27:00,"SUGG.20221031","SUGG.20221031.EPIPHYTON.10","SUGG.20221031.EPIPHYTON.10.AFDM.1","littoral","epiphyton","grab",0.01,NA,1538.33,125,NA,NA,3,NA,0.0022
"lake","SUGG","SUGG.AOS.littoral1",2022-10-31 14:27:00,"SUGG.20221031","SUGG.20221031.PHYTOPLANKTON.2","SUGG.20221031.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,400,NA,3e-04
"lake","SUGG","SUGG.AOS.riparian.point.10",2023-02-14 14:12:00,"SUGG.20230214","SUGG.20230214.EPIPHYTON.10","SUGG.20230214.EPIPHYTON.10.AFDM.1","littoral","epiphyton","grab",0.01,NA,1086.47,264,NA,NA,5,NA,0.002
"lake","SUGG","SUGG.AOS.littoral2",2023-02-14 14:12:00,"SUGG.20230214","SUGG.20230214.PHYTOPLANKTON.3","SUGG.20230214.PHYTOPLANKTON.3.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,300,NA,8e-04
"lake","SUGG","SUGG.AOS.riparian.point.04",2023-02-14 14:12:00,"SUGG.20230214","SUGG.20230214.EPIPHYTON.4","SUGG.20230214.EPIPHYTON.4.AFDM.1","littoral","epiphyton","grab",0.01,NA,336.84,250,NA,NA,8,NA,0.0019
"lake","SUGG","SUGG.AOS.buoy.c0",2023-02-14 14:12:00,"SUGG.20230214","SUGG.20230214.PHYTOPLANKTON.1","SUGG.20230214.PHYTOPLANKTON.1.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,300,NA,6e-04
"lake","SUGG","SUGG.AOS.riparian.point.02",2023-02-14 14:12:00,"SUGG.20230214","SUGG.20230214.EPIPHYTON.2","SUGG.20230214.EPIPHYTON.2.AFDM.1","littoral","epiphyton","grab",0.01,NA,879.76,262,NA,NA,5,NA,0.0023
"lake","SUGG","SUGG.AOS.littoral1",2023-02-14 14:12:00,"SUGG.20230214","SUGG.20230214.PHYTOPLANKTON.2","SUGG.20230214.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,300,NA,5e-04
"lake","SUGG","SUGG.AOS.riparian.point.06",2023-02-14 14:12:00,"SUGG.20230214","SUGG.20230214.EPIPHYTON.6","SUGG.20230214.EPIPHYTON.6.AFDM.1","littoral","epiphyton","grab",0.01,NA,2641.6,128,NA,NA,8,NA,0.0029
"lake","SUGG","SUGG.AOS.riparian.point.08",2023-02-14 14:12:00,"SUGG.20230214","SUGG.20230214.EPIPHYTON.8","SUGG.20230214.EPIPHYTON.8.AFDM.1","littoral","epiphyton","grab",0.01,NA,699.79,263,NA,NA,8,NA,0.0022
"lake","SUGG","SUGG.AOS.littoral2",2023-07-11 12:25:00,"SUGG.20230711","SUGG.20230711.PHYTOPLANKTON.2","SUGG.20230711.PHYTOPLANKTON.2.AFDM.1","pelagic","phytoplankton","Kemmerer",NA,NA,NA,4000,NA,NA,250,NA,2e-04
