"aquaticSiteType","siteID.x","namedLocation.x","collectDate.x","eventID","parentSampleID","sampleID","habitatType","algalSampleType","samplerType","benthicArea","substratumSizeClass","plantSurfaceArea","fieldSampleVolume","labSampleVolume","preservativeVolume","domainFilterVolume","ashMassDataQF","adjAshFreeDryMass"
"stream","MCRA","MCRA.AOS.reach",2022-09-21 16:46:00,"MCRA.20220921","MCRA.20220921.EPILITHON.3","MCRA.20220921.EPILITHON.3.AFDM.1_ATTENTIONREQUIRED","stepPool","epilithon","scrub",0.002406,"boulder",NA,125,NA,NA,5,NA,4e-04
"stream","MCRA","MCRA.AOS.reach",2022-09-21 16:46:00,"MCRA.20220921","MCRA.20220921.EPILITHON.6","MCRA.20220921.EPILITHON.6.AFDM.1_ATTENTIONREQUIRED","pool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,3e-04
"stream","MCRA","MCRA.AOS.reach",2022-09-21 16:46:00,"MCRA.20220921","MCRA.20220921.EPILITHON.1","MCRA.20220921.EPILITHON.1.AFDM.1_ATTENTIONREQUIRED","stepPool","epilithon","scrub",0.002406,"boulder",NA,125,NA,NA,5,NA,0
"stream","MCRA","MCRA.AOS.S2",2022-09-21 16:46:00,"MCRA.20220921","MCRA.20220921.SESTON.9","MCRA.20220921.SESTON.9.AFDM.1_ATTENTIONREQUIRED","pool","seston","grab",NA,"boulder",NA,4000,NA,NA,5,"belowDetection",0
"stream","MCRA","MCRA.AOS.reach",2022-09-21 16:46:00,"MCRA.20220921","MCRA.20220921.EPILITHON.8","MCRA.20220921.EPILITHON.8.AFDM.1_ATTENTIONREQUIRED","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,3e-04
"stream","MCRA","MCRA.AOS.reach",2022-09-21 16:46:00,"MCRA.20220921","MCRA.20220921.EPILITHON.5","MCRA.20220921.EPILITHON.5.AFDM.1_ATTENTIONREQUIRED","pool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,2e-04
"stream","MCRA","MCRA.AOS.reach",2022-09-21 16:46:00,"MCRA.20220921","MCRA.20220921.EPILITHON.2","MCRA.20220921.EPILITHON.2.AFDM.1_ATTENTIONREQUIRED","pool","epilithon","scrub",0.002406,"boulder",NA,125,NA,NA,5,NA,1e-04
"stream","MCRA","MCRA.AOS.reach",2022-09-21 16:46:00,"MCRA.20220921","MCRA.20220921.EPILITHON.7","MCRA.20220921.EPILITHON.7.AFDM.1_ATTENTIONREQUIRED","stepPool","epilithon","scrub",0.002406,"boulder",NA,125,NA,NA,5,NA,1e-04
"stream","MCRA","MCRA.AOS.reach",2023-06-07 15:53:00,"MCRA.20230607","MCRA.20230607.EPILITHON.6","MCRA.20230607.EPILITHON.6.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,3e-04
"stream","MCRA","MCRA.AOS.reach",2023-06-07 15:53:00,"MCRA.20230607","MCRA.20230607.EPILITHON.8","MCRA.20230607.EPILITHON.8.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,0.001
"stream","MCRA","MCRA.AOS.reach",2023-06-07 15:53:00,"MCRA.20230607","MCRA.20230607.EPILITHON.1","MCRA.20230607.EPILITHON.1.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,7e-04
"stream","MCRA","MCRA.AOS.reach",2023-06-07 15:53:00,"MCRA.20230607","MCRA.20230607.EPILITHON.5","MCRA.20230607.EPILITHON.5.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,4e-04
"stream","MCRA","MCRA.AOS.S2",2023-06-07 15:53:00,"MCRA.20230607","MCRA.20230607.SESTON.9","MCRA.20230607.SESTON.9.AFDM.1","stepPool","seston","grab",NA,"cobble",NA,4000,NA,NA,1990,NA,0.0013
"stream","MCRA","MCRA.AOS.reach",2023-06-07 15:53:00,"MCRA.20230607","MCRA.20230607.EPILITHON.3","MCRA.20230607.EPILITHON.3.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,6e-04
"stream","MCRA","MCRA.AOS.reach",2023-06-07 15:53:00,"MCRA.20230607","MCRA.20230607.EPILITHON.4","MCRA.20230607.EPILITHON.4.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,5e-04
"stream","MCRA","MCRA.AOS.reach",2023-06-07 15:53:00,"MCRA.20230607","MCRA.20230607.EPILITHON.2","MCRA.20230607.EPILITHON.2.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,6e-04
"stream","MCRA","MCRA.AOS.reach",2023-06-07 15:53:00,"MCRA.20230607","MCRA.20230607.EPILITHON.7","MCRA.20230607.EPILITHON.7.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,0
"stream","MCRA","MCRA.AOS.reach",2023-07-19 14:40:00,"MCRA.20230719","MCRA.20230719.EPILITHON.6","MCRA.20230719.EPILITHON.6.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,8e-04
"stream","MCRA","MCRA.AOS.reach",2023-07-19 14:40:00,"MCRA.20230719","MCRA.20230719.EPILITHON.4","MCRA.20230719.EPILITHON.4.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,1e-04
"stream","MCRA","MCRA.AOS.reach",2023-07-19 14:40:00,"MCRA.20230719","MCRA.20230719.EPILITHON.2","MCRA.20230719.EPILITHON.2.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,3e-04
"stream","MCRA","MCRA.AOS.reach",2023-07-19 14:40:00,"MCRA.20230719","MCRA.20230719.EPILITHON.3","MCRA.20230719.EPILITHON.3.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,4e-04
"stream","MCRA","MCRA.AOS.reach",2023-07-19 14:40:00,"MCRA.20230719","MCRA.20230719.EPILITHON.8","MCRA.20230719.EPILITHON.8.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,3e-04
"stream","MCRA","MCRA.AOS.reach",2023-07-19 14:40:00,"MCRA.20230719","MCRA.20230719.EPILITHON.5","MCRA.20230719.EPILITHON.5.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,2e-04
"stream","MCRA","MCRA.AOS.reach",2023-07-19 14:40:00,"MCRA.20230719","MCRA.20230719.EPILITHON.7","MCRA.20230719.EPILITHON.7.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,3e-04
"stream","MCRA","MCRA.AOS.S2",2023-07-19 14:40:00,"MCRA.20230719","MCRA.20230719.SESTON.9","MCRA.20230719.SESTON.9.AFDM.1","stepPool","seston","grab",NA,"cobble",NA,4000,NA,NA,2000,NA,1e-04
"stream","MCRA","MCRA.AOS.reach",2023-07-19 14:40:00,"MCRA.20230719","MCRA.20230719.EPILITHON.1","MCRA.20230719.EPILITHON.1.AFDM.1","stepPool","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,2e-04
"stream","BIGC","BIGC.AOS.reach",2018-05-14 19:15:00,"BIGC.20180514","BIGC.20180514.EPIPSAMMON.1","BIGC.20180514.EPIPSAMMON.1.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,127,NA,NA,2,NA,0
"stream","BIGC","BIGC.AOS.reach",2018-05-14 19:15:00,"BIGC.20180514","BIGC.20180514.EPILITHON.3","BIGC.20180514.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,NA
"stream","BIGC","BIGC.AOS.reach",2018-05-14 19:15:00,"BIGC.20180514","BIGC.20180514.EPIPSAMMON.5","BIGC.20180514.EPIPSAMMON.5.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,128,NA,NA,2,NA,0
"stream","BIGC","BIGC.AOS.reach",2018-05-14 19:15:00,"BIGC.20180514","BIGC.20180514.EPIPSAMMON.4","BIGC.20180514.EPIPSAMMON.4.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,NA
"stream","BIGC","BIGC.AOS.reach",2018-05-14 19:15:00,"BIGC.20180514","BIGC.20180514.EPIPSAMMON.2","BIGC.20180514.EPIPSAMMON.2.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,127,NA,NA,2,NA,6e-04
"stream","BIGC","BIGC.AOS.reach",2018-05-14 19:15:00,"BIGC.20180514","BIGC.20180514.EPIPSAMMON.7","BIGC.20180514.EPIPSAMMON.7.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,NA
"stream","BIGC","BIGC.AOS.reach",2018-05-14 19:15:00,"BIGC.20180514","BIGC.20180514.EPILITHON.6","BIGC.20180514.EPILITHON.6.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,NA
"stream","BIGC","BIGC.AOS.S2",2018-05-14 19:15:00,"BIGC.20180514","BIGC.20180514.SESTON.9","BIGC.20180514.SESTON.9.AFDM.1","run","seston","grab",NA,"cobble",NA,1000,NA,NA,10,NA,NA
"stream","BIGC","BIGC.AOS.reach",2018-05-14 19:15:00,"BIGC.20180514","BIGC.20180514.EPILITHON.8","BIGC.20180514.EPILITHON.8.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,4e-04
"stream","BIGC","BIGC.AOS.reach",2018-07-24 14:50:00,"BIGC.20180724","BIGC.20180724.EPIPSAMMON.1","BIGC.20180724.EPIPSAMMON.1.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,6,NA,0.0074
"stream","BIGC","BIGC.AOS.S2",2018-07-24 14:50:00,"BIGC.20180724","BIGC.20180724.SESTON.9","BIGC.20180724.SESTON.9.AFDM.1","run","seston","grab",NA,"sand",NA,4000,NA,NA,500,NA,0.0042
"stream","BIGC","BIGC.AOS.reach",2018-07-24 14:50:00,"BIGC.20180724","BIGC.20180724.EPILITHON.6","BIGC.20180724.EPILITHON.6.AFDM.1","run","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,0.0032
"stream","BIGC","BIGC.AOS.reach",2018-07-24 14:50:00,"BIGC.20180724","BIGC.20180724.EPIPSAMMON.4","BIGC.20180724.EPIPSAMMON.4.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,6,NA,0.0014
"stream","BIGC","BIGC.AOS.reach",2018-07-24 14:50:00,"BIGC.20180724","BIGC.20180724.EPIPSAMMON.5","BIGC.20180724.EPIPSAMMON.5.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,6,NA,0.0065
"stream","BIGC","BIGC.AOS.reach",2018-07-24 14:50:00,"BIGC.20180724","BIGC.20180724.EPILITHON.8","BIGC.20180724.EPILITHON.8.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,0.0046
"stream","BIGC","BIGC.AOS.reach",2018-07-24 14:50:00,"BIGC.20180724","BIGC.20180724.EPIPSAMMON.3","BIGC.20180724.EPIPSAMMON.3.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,6,NA,0.0052
"stream","BIGC","BIGC.AOS.reach",2018-07-24 14:50:00,"BIGC.20180724","BIGC.20180724.EPIPSAMMON.7","BIGC.20180724.EPIPSAMMON.7.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,6,NA,0.0025
"stream","BIGC","BIGC.AOS.reach",2018-07-24 14:50:00,"BIGC.20180724","BIGC.20180724.EPILITHON.2","BIGC.20180724.EPILITHON.2.AFDM.1","run","epilithon","scrub",0.002406,"sand",NA,125,NA,NA,5,NA,0.0047
"stream","BIGC","BIGC.AOS.reach",2018-09-25 17:00:00,"BIGC.20180925","BIGC.20180925.EPILITHON.6","BIGC.20180925.EPILITHON.6.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,6e-04
"stream","BIGC","BIGC.AOS.reach",2018-09-25 17:00:00,"BIGC.20180925","BIGC.20180925.EPIPSAMMON.3","BIGC.20180925.EPIPSAMMON.3.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,128,NA,NA,6,NA,7e-04
"stream","BIGC","BIGC.AOS.S2",2018-09-25 17:00:00,"BIGC.20180925","BIGC.20180925.SESTON.9","BIGC.20180925.SESTON.9.AFDM.1","run","seston","grab",NA,"cobble",NA,1000,NA,NA,10,NA,0
"stream","BIGC","BIGC.AOS.reach",2018-09-25 17:00:00,"BIGC.20180925","BIGC.20180925.EPILITHON.8","BIGC.20180925.EPILITHON.8.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,3e-04
"stream","BIGC","BIGC.AOS.reach",2018-09-25 17:00:00,"BIGC.20180925","BIGC.20180925.EPIPSAMMON.4","BIGC.20180925.EPIPSAMMON.4.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,6,NA,0.003
"stream","BIGC","BIGC.AOS.reach",2018-09-25 17:00:00,"BIGC.20180925","BIGC.20180925.EPILITHON.2","BIGC.20180925.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,6,NA,0.0013
"stream","BIGC","BIGC.AOS.reach",2018-09-25 17:00:00,"BIGC.20180925","BIGC.20180925.EPIPSAMMON.7","BIGC.20180925.EPIPSAMMON.7.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,6,NA,0.0027
"stream","BIGC","BIGC.AOS.reach",2018-09-25 17:00:00,"BIGC.20180925","BIGC.20180925.EPIPSAMMON.1","BIGC.20180925.EPIPSAMMON.1.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,6,NA,0.0026
"stream","BIGC","BIGC.AOS.reach",2018-09-25 17:00:00,"BIGC.20180925","BIGC.20180925.EPIPSAMMON.5","BIGC.20180925.EPIPSAMMON.5.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,6,NA,0.0018
"stream","BIGC","BIGC.AOS.reach",2019-04-08 17:06:00,"BIGC.20190408","BIGC.20190408.EPILITHON.7","BIGC.20190408.EPILITHON.7.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,127,NA,NA,8,NA,8e-04
"stream","BIGC","BIGC.AOS.reach",2019-04-08 17:06:00,"BIGC.20190408","BIGC.20190408.EPIPSAMMON.6","BIGC.20190408.EPIPSAMMON.6.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,130,NA,NA,10,NA,1e-04
"stream","BIGC","BIGC.AOS.reach",2019-04-08 17:06:00,"BIGC.20190408","BIGC.20190408.EPILITHON.5","BIGC.20190408.EPILITHON.5.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,127,NA,NA,10,NA,0.0018
"stream","BIGC","BIGC.AOS.reach",2019-04-08 17:06:00,"BIGC.20190408","BIGC.20190408.EPIPSAMMON.1","BIGC.20190408.EPIPSAMMON.1.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,131,NA,NA,8,NA,5e-04
"stream","BIGC","BIGC.AOS.reach",2019-04-08 17:06:00,"BIGC.20190408","BIGC.20190408.EPIPSAMMON.4","BIGC.20190408.EPIPSAMMON.4.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,10,NA,0.0014
"stream","BIGC","BIGC.AOS.reach",2019-04-08 17:06:00,"BIGC.20190408","BIGC.20190408.EPIPSAMMON.8","BIGC.20190408.EPIPSAMMON.8.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,132,NA,NA,10,NA,6e-04
"stream","BIGC","BIGC.AOS.reach",2019-04-08 17:06:00,"BIGC.20190408","BIGC.20190408.EPILITHON.2","BIGC.20190408.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,126,NA,NA,10,NA,5e-04
"stream","BIGC","BIGC.AOS.reach",2019-04-08 17:06:00,"BIGC.20190408","BIGC.20190408.EPIPSAMMON.3","BIGC.20190408.EPIPSAMMON.3.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,127,NA,NA,10,NA,0.0012
"stream","BIGC","BIGC.AOS.S2",2019-04-08 17:06:00,"BIGC.20190408","BIGC.20190408.SESTON.9","BIGC.20190408.SESTON.9.AFDM.1","run","seston","grab",NA,"sand",NA,2000,NA,NA,400,NA,5e-04
"stream","BIGC","BIGC.AOS.reach",2019-05-20 19:36:00,"BIGC.20190520","BIGC.20190520.EPIPSAMMON.4","BIGC.20190520.EPIPSAMMON.4.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,250,NA,NA,5,NA,NA
"stream","BIGC","BIGC.AOS.reach",2019-05-20 19:36:00,"BIGC.20190520","BIGC.20190520.EPILITHON.3","BIGC.20190520.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,7e-04
"stream","BIGC","BIGC.AOS.reach",2019-05-20 19:36:00,"BIGC.20190520","BIGC.20190520.EPIPSAMMON.5","BIGC.20190520.EPIPSAMMON.5.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,5,NA,1e-04
"stream","BIGC","BIGC.AOS.reach",2019-05-20 19:36:00,"BIGC.20190520","BIGC.20190520.EPILITHON.1","BIGC.20190520.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,9e-04
"stream","BIGC","BIGC.AOS.reach",2019-05-20 19:36:00,"BIGC.20190520","BIGC.20190520.EPIPSAMMON.1","BIGC.20190520.EPIPSAMMON.1.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,5,NA,0.0017
"stream","BIGC","BIGC.AOS.reach",2019-05-20 19:36:00,"BIGC.20190520","BIGC.20190520.EPIPSAMMON.2","BIGC.20190520.EPIPSAMMON.2.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,5,NA,4e-04
"stream","BIGC","BIGC.AOS.reach",2019-05-20 19:36:00,"BIGC.20190520","BIGC.20190520.EPIPSAMMON.3","BIGC.20190520.EPIPSAMMON.3.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,5,NA,4e-04
"stream","BIGC","BIGC.AOS.reach",2019-05-20 19:36:00,"BIGC.20190520","BIGC.20190520.EPILITHON.2","BIGC.20190520.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,5,NA,8e-04
"stream","BIGC","BIGC.AOS.S2",2019-05-20 19:36:00,"BIGC.20190520","BIGC.20190520.SESTON.1","BIGC.20190520.SESTON.1.AFDM.1","pool","seston","grab",NA,"sand",NA,2000,NA,NA,1000,NA,2e-04
"stream","BIGC","BIGC.AOS.reach",2019-07-09 18:50:00,"BIGC.20190709","BIGC.20190709.EPILITHON.3","BIGC.20190709.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,4,NA,0.0017
"stream","BIGC","BIGC.AOS.reach",2019-07-09 18:50:00,"BIGC.20190709","BIGC.20190709.EPIPSAMMON.5","BIGC.20190709.EPIPSAMMON.5.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,132,NA,NA,2,NA,0.0018
"stream","BIGC","BIGC.AOS.S2",2019-07-09 18:50:00,"BIGC.20190709","BIGC.20190709.SESTON.1","BIGC.20190709.SESTON.1.AFDM.1","run","seston","grab",NA,"sand",NA,2000,NA,NA,1000,NA,0.001
"stream","BIGC","BIGC.AOS.reach",2019-07-09 18:50:00,"BIGC.20190709","BIGC.20190709.EPILITHON.1","BIGC.20190709.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,8,NA,0.0025
"stream","BIGC","BIGC.AOS.reach",2019-07-09 18:50:00,"BIGC.20190709","BIGC.20190709.EPILITHON.2","BIGC.20190709.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,8,NA,0.0018
"stream","BIGC","BIGC.AOS.reach",2019-07-09 18:50:00,"BIGC.20190709","BIGC.20190709.EPIPSAMMON.1","BIGC.20190709.EPIPSAMMON.1.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,130,NA,NA,4,NA,0.0031
"stream","BIGC","BIGC.AOS.reach",2019-07-09 18:50:00,"BIGC.20190709","BIGC.20190709.EPIPSAMMON.3","BIGC.20190709.EPIPSAMMON.3.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,126,NA,NA,2,NA,0.0019
"stream","BIGC","BIGC.AOS.reach",2019-07-09 18:50:00,"BIGC.20190709","BIGC.20190709.EPIPSAMMON.4","BIGC.20190709.EPIPSAMMON.4.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,175,NA,NA,2,NA,0.0021
"stream","BIGC","BIGC.AOS.reach",2019-07-09 18:50:00,"BIGC.20190709","BIGC.20190709.EPIPSAMMON.2","BIGC.20190709.EPIPSAMMON.2.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,0.0039
"stream","BIGC","BIGC.AOS.reach",2019-10-01 16:50:00,"BIGC.20191001","BIGC.20191001.EPIPSAMMON.2","BIGC.20191001.EPIPSAMMON.2.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,180,NA,NA,7,NA,0.0047
"stream","BIGC","BIGC.AOS.reach",2019-10-01 16:50:00,"BIGC.20191001","BIGC.20191001.EPILITHON.2","BIGC.20191001.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,8,NA,0.0033
"stream","BIGC","BIGC.AOS.reach",2019-10-01 16:50:00,"BIGC.20191001","BIGC.20191001.EPIPSAMMON.3","BIGC.20191001.EPIPSAMMON.3.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,197,NA,NA,7,NA,0.0078
"stream","BIGC","BIGC.AOS.reach",2019-10-01 16:50:00,"BIGC.20191001","BIGC.20191001.EPIPSAMMON.5","BIGC.20191001.EPIPSAMMON.5.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,168,NA,NA,6,NA,0.0093
"stream","BIGC","BIGC.AOS.S2",2019-10-01 16:50:00,"BIGC.20191001","BIGC.20191001.SESTON.1","BIGC.20191001.SESTON.1.AFDM.1","run","seston","grab",NA,"sand",NA,2000,NA,NA,1000,NA,0.0078
"stream","BIGC","BIGC.AOS.reach",2019-10-01 16:50:00,"BIGC.20191001","BIGC.20191001.EPIPSAMMON.1","BIGC.20191001.EPIPSAMMON.1.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,191,NA,NA,10,NA,0.018
"stream","BIGC","BIGC.AOS.reach",2019-10-01 16:50:00,"BIGC.20191001","BIGC.20191001.EPILITHON.3","BIGC.20191001.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,175,NA,NA,10,NA,0.0027
"stream","BIGC","BIGC.AOS.reach",2019-10-01 16:50:00,"BIGC.20191001","BIGC.20191001.EPIPSAMMON.4","BIGC.20191001.EPIPSAMMON.4.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,208,NA,NA,6,NA,0.0032
"stream","BIGC","BIGC.AOS.reach",2019-10-01 16:50:00,"BIGC.20191001","BIGC.20191001.EPILITHON.1","BIGC.20191001.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,226,NA,NA,10,NA,0.0074
"stream","BIGC","BIGC.AOS.reach",2021-04-05 17:20:00,"BIGC.20210405","BIGC.20210405.EPILITHON.2","BIGC.20210405.EPILITHON.2.AFDM.1","run","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,0.0021
"stream","BIGC","BIGC.AOS.reach",2021-04-05 17:20:00,"BIGC.20210405","BIGC.20210405.EPIPSAMMON.4","BIGC.20210405.EPIPSAMMON.4.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,0.0023
"stream","BIGC","BIGC.AOS.reach",2021-04-05 17:20:00,"BIGC.20210405","BIGC.20210405.EPILITHON.1","BIGC.20210405.EPILITHON.1.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,9e-04
"stream","BIGC","BIGC.AOS.reach",2021-04-05 17:20:00,"BIGC.20210405","BIGC.20210405.EPIPSAMMON.3","BIGC.20210405.EPIPSAMMON.3.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,0.0012
"stream","BIGC","BIGC.AOS.reach",2021-04-05 17:20:00,"BIGC.20210405","BIGC.20210405.EPIPSAMMON.2","BIGC.20210405.EPIPSAMMON.2.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,9e-04
"stream","BIGC","BIGC.AOS.reach",2021-04-05 17:20:00,"BIGC.20210405","BIGC.20210405.EPIPSAMMON.1","BIGC.20210405.EPIPSAMMON.1.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,0.0043
"stream","BIGC","BIGC.AOS.reach",2021-04-05 17:20:00,"BIGC.20210405","BIGC.20210405.EPILITHON.3","BIGC.20210405.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,1,NA,9e-04
"stream","BIGC","BIGC.AOS.reach",2021-04-05 17:20:00,"BIGC.20210405","BIGC.20210405.EPIPSAMMON.5","BIGC.20210405.EPIPSAMMON.5.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,127,NA,NA,2,NA,0.0011
"stream","BIGC","BIGC.AOS.S2",2021-04-05 17:20:00,"BIGC.20210405","BIGC.20210405.SESTON.1","BIGC.20210405.SESTON.1.AFDM.1","run","seston","grab",NA,"sand",NA,2000,NA,NA,750,NA,6e-04
"stream","BIGC","BIGC.AOS.reach",2021-07-13 16:00:00,"BIGC.20210713","BIGC.20210713.EPILITHON.2","BIGC.20210713.EPILITHON.2.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,5e-04
"stream","BIGC","BIGC.AOS.reach",2021-07-13 16:00:00,"BIGC.20210713","BIGC.20210713.EPILITHON.3","BIGC.20210713.EPILITHON.3.AFDM.1","riffle","epilithon","scrub",0.002406,"cobble",NA,125,NA,NA,2,NA,2e-04
"stream","BIGC","BIGC.AOS.reach",2021-07-13 16:00:00,"BIGC.20210713","BIGC.20210713.EPIPSAMMON.2","BIGC.20210713.EPIPSAMMON.2.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,0.0043
"stream","BIGC","BIGC.AOS.reach",2021-07-13 16:00:00,"BIGC.20210713","BIGC.20210713.EPIPSAMMON.1","BIGC.20210713.EPIPSAMMON.1.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,128,NA,NA,2,NA,1e-04
"stream","BIGC","BIGC.AOS.S2",2021-07-13 16:00:00,"BIGC.20210713","BIGC.20210713.SESTON.1","BIGC.20210713.SESTON.1.AFDM.1","run","seston","grab",NA,"sand",NA,1000,NA,NA,500,NA,2e-04
"stream","BIGC","BIGC.AOS.reach",2021-07-13 16:00:00,"BIGC.20210713","BIGC.20210713.EPIPSAMMON.5","BIGC.20210713.EPIPSAMMON.5.AFDM.1","run","epipsammon","grab",0.005938,"sand",NA,125,NA,NA,2,NA,0.0033
